orf	hom | genome instability (colony sectoring) | standard | None | Andersen MP~Gottschling DE, 2008
YAL021C	3.636206757752774
YAL047C	0.08891244928278076
YBL051C	0.1820196883786514
YBL058W	19.58195899717186
YBR020W	0.18945698742769282
YBR119W	0.1158072843918766
YBR189W	0.7700182692578337
YBR194W	0.08772978935690315
YBR195C	1.679495383359588
YBR269C	0.27873045429210497
YBR275C	0.8958646972189217
YBR278W	3.098504841319868
YBR282W	1.165239654395239
YBR290W	0.28832078971378233
YBR291C	0.3389770922933197
YCL005W	0.20780166193432806
YCL016C	15.018149244006274
YCR028C	1.5825882421417723
YCR065W	1.6557727200481385
YCR066W	1.732539700492398
YCR082W	0.16968511277709245
YCR086W	18.571138570209598
YDL002C	0.8643378552699333
YDL013W	7.089567929413694
YDL085W	0.1299467979064778
YDL101C	10.755633733709153
YDL116W	2.912981164480374
YDR156W	0.8252857444949261
YDR226W	2.5869893059489746
YDR239C	0.10623822771901956
YDR254W	0.5171118163748957
YDR279W	0.3857471001323465
YDR318W	2.519510532119429
YDR320C	0.20201859211644413
YDR369C	22.704476705382547
YDR439W	43.12203271777775
YDR488C	0.16176736632127384
YDR522C	0.196406547382179
YEL046C	3.4891508389247345
YER095W	1.5126534251407204
YER103W	0.14747813716799782
YER116C	4.776761412983667
YER162C	0.489205576377859
YGL003C	1.2241158971277617
YGL058W	3.364938135262478
YGL087C	0.19682485294379432
YGL146C	0.20471159730077368
YGL163C	1.8867899388536487
YGL168W	1.350186985084376
YGL250W	0.7002424498744827
YGR261C	0.20512102049537526
YGR271C-A	0.07539827991008095
YGR282C	0.312261364082946
YHR031C	6.579177408973592
YHR134W	3.4562328715521287
YHR206W	0.5298605622641593
YIL038C	0.19364088246360442
YIL052C	0.08596257057849072
YIL090W	3.2696923735060666
YIL111W	0.1562628393819517
YJL038C	3.558040251437558
YJL055W	0.11384318283192284
YJL092W	0.04240666125602134
YJL115W	2.5668027591913116
YJL147C	0.1685304639873521
YJL148W	0.811524847663298
YJR043C	4.508349345028799
YJR069C	0.3269167344884807
YJR074W	0.01910857706417395
YJR099W	0.12567432735162282
YJR135C	0.2691876909388127
YKL113C	5.493332096823119
YKR082W	0.8573111886959169
YKR096W	0.21684415777509114
YLL002W	3.3057077092056852
YLR052W	0.40741728117460657
YLR079W	3.1982015952503584
YLR357W	0.8021940574711586
YLR423C	0.5499223069581106
YML073C	0.2949186710146694
YML094W	1.7701012658322908
YML112W	0.5180608690593909
YML123C	0.2534394193908923
YML128C	0.1095761214217128
YMR048W	0.7929760173786419
YMR116C	0.2531877389327647
YMR224C	9.378802927686467
YMR294W	0.23887158483618834
YNL010W	0.18301667338736763
YNL072W	0.45513616677453905
YNL157W	0.16550156135610322
YNL227C	0.10319256470651503
YNL237W	0.30852998821064215
YNL250W	17.403402645656836
YNL302C	0.09667412989413371
YNR052C	5.517953474655934
YNR058W	0.125765246218769
YNR060W	0.12949559374708033
YNR072W	0.178453391763689
YOL006C	18.257922116141014
YOL081W	0.5938651432987123
YOR144C	1.1999279716986526
YOR209C	1.470998455619361
YOR293W	0.24140237787617716
YPL014W	0.133529159377969
YPL017C	0.3085956556649308
YPL018W	1.8479371215799572
YPL106C	0.24644095373893704
YPR008W	0.28195329277714815
YPR018W	1.434929971733117
YPR047W	0.43228876816728184
YPR084W	0.12242072195282634
YPR120C	1.3767962789786574
YPR164W	3.1463569467653865
