orf	hom | genome instability (colony sectoring) | standard | None | Andersen MP~Gottschling DE, 2008
YAL021C	23.337932352607403
YAL047C	0.5706586189693386
YBL051C	1.1682402726870642
YBL058W	125.68109154771018
YBR020W	1.2159744070903316
YBR119W	0.743275272593985
YBR189W	4.9421376383221
YBR194W	0.5630680612301716
YBR195C	10.779351190575902
YBR269C	1.7889501120945197
YBR275C	5.749846225385025
YBR278W	19.886849455623327
YBR282W	7.478750808344617
YBR290W	1.8505028823908505
YBR291C	2.175625583489695
YCL005W	1.3337143490652053
YCL016C	96.3896099611755
YCR028C	10.157380973562262
YCR065W	10.627094196276587
YCR066W	11.119800666474472
YCR082W	1.0890743973216028
YCR086W	119.19343550483481
YDL002C	5.547500387066537
YDL013W	45.50232364897912
YDL085W	0.8340256154338068
YDL101C	69.03189758160416
YDL116W	18.696119855152823
YDR156W	5.296855805993016
YDR226W	16.60383620662663
YDR239C	0.6818590737397097
YDR254W	3.3189313461233554
YDR279W	2.475805235472053
YDR318W	16.170743381111922
YDR320C	1.2965974024250226
YDR369C	145.7220605846514
YDR439W	276.76618782161233
YDR488C	1.0382566513897982
YDR522C	1.2605781303941248
YEL046C	22.39409683545977
YER095W	9.708524751406399
YER103W	0.9465454023968621
YER116C	30.658249694704985
YER162C	3.1398232852635366
YGL003C	7.856630797467262
YGL058W	21.596873831233314
YGL087C	1.2632629026169593
YGL146C	1.313881670621022
YGL163C	12.10981082488285
YGL168W	8.665781299175649
YGL250W	4.494301895994075
YGR261C	1.3165094339622643
YGR271C-A	0.48392186508445656
YGR282C	2.004158475247019
YHR031C	42.22653098013632
YHR134W	22.18282246441658
YHR206W	3.4007554526623616
YIL038C	1.242827516889528
YIL052C	0.5517256830183408
YIL090W	20.985566693649794
YIL111W	1.002927450961603
YJL038C	22.836243433864077
YJL055W	0.7306692596817324
YJL092W	0.2721747847761555
YJL115W	16.474274744903198
YJL147C	1.0816636208885724
YJL148W	5.208535503886153
YJR043C	28.935525135327747
YJR069C	2.0982196950600938
YJR074W	0.12264282770154773
YJR099W	0.8066040095047382
YJR135C	1.7277026692418165
YKL113C	35.25734959727542
YKR082W	5.502401777418149
YKR096W	1.3917509708223474
YLL002W	21.216720619763063
YLR052W	2.6148889710585226
YLR079W	20.526723988072156
YLR357W	5.148648548933376
YLR423C	3.5295159087460166
YML073C	1.8928494588450997
YML094W	11.360878616481424
YML112W	3.325022563929545
YML123C	1.6266269822577801
YML128C	0.7032823707696596
YMR048W	5.089485247604567
YMR116C	1.6250116446552823
YMR224C	60.19511069003542
YMR294W	1.5331275857680788
YNL010W	1.174639130133873
YNL072W	2.9211587181510374
YNL157W	1.0622234929145495
YNL227C	0.6623113741477873
YNL237W	1.9802097276945563
YNL250W	111.69866311467396
YNL302C	0.6204747018045862
YNR052C	35.415374728565084
YNR058W	0.8071875457314693
YNR060W	0.8311296931579951
YNR072W	1.145351038192389
YOL006C	117.18314706312538
YOL081W	3.8115501851831617
YOR144C	7.701387653987895
YOR209C	9.441174480752316
YOR293W	1.5493707426347172
YPL014W	0.8570179575238143
YPL017C	1.98063119509398
YPL018W	11.86044535101139
YPL106C	1.5817093720011184
YPR008W	1.809634960772872
YPR018W	9.209679438507113
YPR047W	2.774519355031115
YPR084W	0.7857216923655121
YPR120C	8.836565289808563
YPR164W	20.19397423543302
