ORF	hap a | unbud cell mean area | standard [standard] | Vizeacoumar FJ~Andrews BJ, 2010 | quantitative | quantitative | quantitative	hap a | unbud cell mean perimeter | standard [standard] | Vizeacoumar FJ~Andrews BJ, 2010 | quantitative | quantitative | quantitative	hap a | unbud cell mean length | standard [standard] | Vizeacoumar FJ~Andrews BJ, 2010 | quantitative | quantitative | quantitative	hap a | unbud cell mean breadth | standard [standard] | Vizeacoumar FJ~Andrews BJ, 2010 | quantitative | quantitative | quantitative	hap a | unbud cell mean shapefactor | standard [standard] | Vizeacoumar FJ~Andrews BJ, 2010 | quantitative | quantitative | quantitative	hap a | unbud cell mean ell. form factor | standard [standard] | Vizeacoumar FJ~Andrews BJ, 2010 | quantitative | quantitative | quantitative	hap a | unbud cell mean equiv. prolate vol. | standard [standard] | Vizeacoumar FJ~Andrews BJ, 2010 | quantitative | quantitative | quantitative	hap a | unbud cell mean oblate vol. | standard [standard] | Vizeacoumar FJ~Andrews BJ, 2010 | quantitative | quantitative | quantitative	hap a | medium bud mean mother area | standard [standard] | Vizeacoumar FJ~Andrews BJ, 2010 | quantitative | quantitative | quantitative	hap a | medium bud mean mother perimeter | standard [standard] | Vizeacoumar FJ~Andrews BJ, 2010 | quantitative | quantitative | quantitative	hap a | medium bud mean mother length | standard [standard] | Vizeacoumar FJ~Andrews BJ, 2010 | quantitative | quantitative | quantitative	hap a | medium bud mean mother breadth | standard [standard] | Vizeacoumar FJ~Andrews BJ, 2010 | quantitative | quantitative | quantitative	hap a | medium bud mean mother shape factor | standard [standard] | Vizeacoumar FJ~Andrews BJ, 2010 | quantitative | quantitative | quantitative	hap a | medium bud mean mother ell. form factor | standard [standard] | Vizeacoumar FJ~Andrews BJ, 2010 | quantitative | quantitative | quantitative	hap a | medium bud mean mother equiv. prolate vol. | standard [standard] | Vizeacoumar FJ~Andrews BJ, 2010 | quantitative | quantitative | quantitative	hap a | medium bud mean mother equiv. oblate vol. | standard [standard] | Vizeacoumar FJ~Andrews BJ, 2010 | quantitative | quantitative | quantitative	hap a | medium bud mean daughter area | standard [standard] | Vizeacoumar FJ~Andrews BJ, 2010 | quantitative | quantitative | quantitative	hap a | medium bud mean daughter perimeter | standard [standard] | Vizeacoumar FJ~Andrews BJ, 2010 | quantitative | quantitative | quantitative	hap a | medium bud mean daughter length | standard [standard] | Vizeacoumar FJ~Andrews BJ, 2010 | quantitative | quantitative | quantitative	hap a | medium bud mean daughter breadth | standard [standard] | Vizeacoumar FJ~Andrews BJ, 2010 | quantitative | quantitative | quantitative	hap a | medium bud mean daughter shape factor | standard [standard] | Vizeacoumar FJ~Andrews BJ, 2010 | quantitative | quantitative | quantitative	hap a | medium bud mean daughter ell. form factor | standard [standard] | Vizeacoumar FJ~Andrews BJ, 2010 | quantitative | quantitative | quantitative	hap a | medium bud mean daughter equiv. prolate vol. | standard [standard] | Vizeacoumar FJ~Andrews BJ, 2010 | quantitative | quantitative | quantitative	hap a | medium bud mean daughter equiv. oblate vol. | standard [standard] | Vizeacoumar FJ~Andrews BJ, 2010 | quantitative | quantitative | quantitative	hap a | medium bud mean budneck width | standard [standard] | Vizeacoumar FJ~Andrews BJ, 2010 | quantitative | quantitative | quantitative	hap a | large bud mean mother area | standard [standard] | Vizeacoumar FJ~Andrews BJ, 2010 | quantitative | quantitative | quantitative	hap a | large bud mean mother perimeter | standard [standard] | Vizeacoumar FJ~Andrews BJ, 2010 | quantitative | quantitative | quantitative	hap a | large bud mean mother length | standard [standard] | Vizeacoumar FJ~Andrews BJ, 2010 | quantitative | quantitative | quantitative	hap a | large bud mean mother breadth | standard [standard] | Vizeacoumar FJ~Andrews BJ, 2010 | quantitative | quantitative | quantitative	hap a | large bud mean mother shape factor | standard [standard] | Vizeacoumar FJ~Andrews BJ, 2010 | quantitative | quantitative | quantitative	hap a | large bud mean mother ell. form factor | standard [standard] | Vizeacoumar FJ~Andrews BJ, 2010 | quantitative | quantitative | quantitative	hap a | large bud mean mother equiv. prolate vol. | standard [standard] | Vizeacoumar FJ~Andrews BJ, 2010 | quantitative | quantitative | quantitative	hap a | large bud mean mother equiv. oblate vol. | standard [standard] | Vizeacoumar FJ~Andrews BJ, 2010 | quantitative | quantitative | quantitative	hap a | large bud mean daughter area | standard [standard] | Vizeacoumar FJ~Andrews BJ, 2010 | quantitative | quantitative | quantitative	hap a | large bud mean daughter perimeter | standard [standard] | Vizeacoumar FJ~Andrews BJ, 2010 | quantitative | quantitative | quantitative	hap a | large bud mean daughter length | standard [standard] | Vizeacoumar FJ~Andrews BJ, 2010 | quantitative | quantitative | quantitative	hap a | large bud mean daughter breadth | standard [standard] | Vizeacoumar FJ~Andrews BJ, 2010 | quantitative | quantitative | quantitative	hap a | large bud mean daughter shape factor | standard [standard] | Vizeacoumar FJ~Andrews BJ, 2010 | quantitative | quantitative | quantitative	hap a | large bud mean daughter ell. form factor | standard [standard] | Vizeacoumar FJ~Andrews BJ, 2010 | quantitative | quantitative | quantitative	hap a | large bud mean daughter equiv. prolate vol. | standard [standard] | Vizeacoumar FJ~Andrews BJ, 2010 | quantitative | quantitative | quantitative	hap a | large bud mean daughter equiv. oblate vol. | standard [standard] | Vizeacoumar FJ~Andrews BJ, 2010 | quantitative | quantitative | quantitative	hap a | large bud mean budneck width | standard [standard] | Vizeacoumar FJ~Andrews BJ, 2010 | quantitative | quantitative | quantitative	hap a | large bud anaphase spindle mean fiber length | standard [standard] | Vizeacoumar FJ~Andrews BJ, 2010 | quantitative | quantitative | quantitative	hap a | large bud anaphase spindle mean spindle dist to budneck | standard [standard] | Vizeacoumar FJ~Andrews BJ, 2010 | quantitative | quantitative | quantitative	hap a | large bud anaphase spindle mean spindle orientation | standard [standard] | Vizeacoumar FJ~Andrews BJ, 2010 | quantitative | quantitative | quantitative	hap a | large bud metaphase spindle mean fiber length | standard [standard] | Vizeacoumar FJ~Andrews BJ, 2010 | quantitative | quantitative | quantitative	hap a | large bud metaphase spindle mean spindle dist to budneck | standard [standard] | Vizeacoumar FJ~Andrews BJ, 2010 | quantitative | quantitative | quantitative	hap a | large bud metaphase spindle mean spindle orientation | standard [standard] | Vizeacoumar FJ~Andrews BJ, 2010 | quantitative | quantitative | quantitative	hap a | medium bud anaphase spindle mean fiber length | standard [standard] | Vizeacoumar FJ~Andrews BJ, 2010 | quantitative | quantitative | quantitative	hap a | medium bud anaphase spindle mean spindle dist to budneck | standard [standard] | Vizeacoumar FJ~Andrews BJ, 2010 | quantitative | quantitative | quantitative	hap a | medium bud anaphase spindle mean spindle orientation | standard [standard] | Vizeacoumar FJ~Andrews BJ, 2010 | quantitative | quantitative | quantitative	hap a | medium bud metaphase spindle mean fiber length | standard [standard] | Vizeacoumar FJ~Andrews BJ, 2010 | quantitative | quantitative | quantitative	hap a | medium bud metaphase spindle mean spindle dist to budneck | standard [standard] | Vizeacoumar FJ~Andrews BJ, 2010 | quantitative | quantitative | quantitative	hap a | medium bud metaphase spindle mean spindle orientation | standard [standard] | Vizeacoumar FJ~Andrews BJ, 2010 | quantitative | quantitative | quantitative	hap a | small bud anaphase spindle mean fiber length | standard [standard] | Vizeacoumar FJ~Andrews BJ, 2010 | quantitative | quantitative | quantitative	hap a | small bud anaphase spindle mean spindle dist to budneck | standard [standard] | Vizeacoumar FJ~Andrews BJ, 2010 | quantitative | quantitative | quantitative	hap a | small bud anaphase spindle mean spindle orientation | standard [standard] | Vizeacoumar FJ~Andrews BJ, 2010 | quantitative | quantitative | quantitative	hap a | small bud metaphase spindle mean fiber length | standard [standard] | Vizeacoumar FJ~Andrews BJ, 2010 | quantitative | quantitative | quantitative	hap a | small bud metaphase spindle mean spindle dist to budneck | standard [standard] | Vizeacoumar FJ~Andrews BJ, 2010 | quantitative | quantitative | quantitative	hap a | small bud metaphase spindle mean spindle orientation | standard [standard] | Vizeacoumar FJ~Andrews BJ, 2010 | quantitative | quantitative | quantitative	hap a | percentage of unbud  | standard [standard] | Vizeacoumar FJ~Andrews BJ, 2010 | quantitative | quantitative | quantitative	hap a | percentage of small bud | standard [standard] | Vizeacoumar FJ~Andrews BJ, 2010 | quantitative | quantitative | quantitative	hap a | percentage of medium bud | standard [standard] | Vizeacoumar FJ~Andrews BJ, 2010 | quantitative | quantitative | quantitative	hap a | percentage of large bud | standard [standard] | Vizeacoumar FJ~Andrews BJ, 2010 | quantitative | quantitative | quantitative	hap a | percentage of unbud with 1 spb | standard [standard] | Vizeacoumar FJ~Andrews BJ, 2010 | quantitative | quantitative | quantitative	hap a | percentage of unbud with 2 spb | standard [standard] | Vizeacoumar FJ~Andrews BJ, 2010 | quantitative | quantitative | quantitative	hap a | percentage of unbud with more than 2 spb | standard [standard] | Vizeacoumar FJ~Andrews BJ, 2010 | quantitative | quantitative | quantitative	hap a | percentage of large bud with anaphase spindle | standard [standard] | Vizeacoumar FJ~Andrews BJ, 2010 | quantitative | quantitative | quantitative	hap a | percentage of large bud with metaphase spindle | standard [standard] | Vizeacoumar FJ~Andrews BJ, 2010 | quantitative | quantitative | quantitative	hap a | percentage of medium bud with anaphase spindle | standard [standard] | Vizeacoumar FJ~Andrews BJ, 2010 | quantitative | quantitative | quantitative	hap a | percentage of medium bud with metaphase spindle | standard [standard] | Vizeacoumar FJ~Andrews BJ, 2010 | quantitative | quantitative | quantitative	hap a | percentage of small bud with anaphase spindle | standard [standard] | Vizeacoumar FJ~Andrews BJ, 2010 | quantitative | quantitative | quantitative	hap a | percentage of small bud with metaphase spindle | standard [standard] | Vizeacoumar FJ~Andrews BJ, 2010 | quantitative | quantitative | quantitative	hap a | small bud mean mother area | standard [standard] | Vizeacoumar FJ~Andrews BJ, 2010 | quantitative | quantitative | quantitative	hap a | small bud mean mother perimeter | standard [standard] | Vizeacoumar FJ~Andrews BJ, 2010 | quantitative | quantitative | quantitative	hap a | small bud mean mother length | standard [standard] | Vizeacoumar FJ~Andrews BJ, 2010 | quantitative | quantitative | quantitative	hap a | small bud mean mother breadth | standard [standard] | Vizeacoumar FJ~Andrews BJ, 2010 | quantitative | quantitative | quantitative	hap a | small bud mean mother shape factor | standard [standard] | Vizeacoumar FJ~Andrews BJ, 2010 | quantitative | quantitative | quantitative	hap a | small bud mean mother ell. form factor | standard [standard] | Vizeacoumar FJ~Andrews BJ, 2010 | quantitative | quantitative | quantitative	hap a | small bud mean mother equiv. prolate vol. | standard [standard] | Vizeacoumar FJ~Andrews BJ, 2010 | quantitative | quantitative | quantitative	hap a | small bud mean mother equiv. oblate vol. | standard [standard] | Vizeacoumar FJ~Andrews BJ, 2010 | quantitative | quantitative | quantitative	hap a | small bud mean daughter area | standard [standard] | Vizeacoumar FJ~Andrews BJ, 2010 | quantitative | quantitative | quantitative	hap a | small bud mean daughter perimeter | standard [standard] | Vizeacoumar FJ~Andrews BJ, 2010 | quantitative | quantitative | quantitative	hap a | small bud mean daughter length | standard [standard] | Vizeacoumar FJ~Andrews BJ, 2010 | quantitative | quantitative | quantitative	hap a | small bud mean daughter breadth | standard [standard] | Vizeacoumar FJ~Andrews BJ, 2010 | quantitative | quantitative | quantitative	hap a | small bud mean daughter shape factor | standard [standard] | Vizeacoumar FJ~Andrews BJ, 2010 | quantitative | quantitative | quantitative	hap a | small bud mean daughter ell. form factor | standard [standard] | Vizeacoumar FJ~Andrews BJ, 2010 | quantitative | quantitative | quantitative	hap a | small bud mean daughter equiv. prolate vol. | standard [standard] | Vizeacoumar FJ~Andrews BJ, 2010 | quantitative | quantitative | quantitative	hap a | small bud mean daughter equiv. oblate vol. | standard [standard] | Vizeacoumar FJ~Andrews BJ, 2010 | quantitative | quantitative | quantitative	hap a | small bud mean budneck width | standard [standard] | Vizeacoumar FJ~Andrews BJ, 2010 | quantitative | quantitative | quantitative
YAL002W	16.460	14.596	5.160	4.441	0.944	1.168	66.807	57.628	20.716	16.698	5.791	4.978	0.931	1.164	88.053	75.800	9.151	10.798	3.958	3.400	0.975	1.164	29.113	24.947	1.342	22.084	17.285	6.037	5.145	0.921	1.175	101.409	86.540	16.769	14.850	5.222	4.556	0.943	1.145	68.199	59.259	1.986	7.473	1.774	21.355	3.521	2.390	30.350	5.458	2.075	9.665	3.653	2.295	53.495	7.875	1.855	48.863	0.000	0.000	0.000	42.593	6.452	16.129	77.419	52.174	4.348	0.000	20.833	33.333	20.000	60.000	50.000	0.000	21.980	17.271	6.057	4.949	0.921	1.231	95.676	78.766	5.328	8.364	3.213	2.510	0.954	1.278	13.828	10.759	4.152
YAL004W	15.092	14.082	5.018	4.247	0.942	1.186	58.526	49.550	20.352	16.690	5.939	4.914	0.913	1.213	94.038	77.110	9.325	10.961	4.031	3.349	0.948	1.218	31.606	26.125	1.895	20.459	16.753	5.938	4.930	0.909	1.207	94.332	78.106	16.460	14.868	5.333	4.402	0.921	1.223	68.936	57.104	1.887	8.407	1.349	14.778	3.918	2.087	26.259	8.094	1.976	33.857	3.567	2.000	25.786	12.010	0.285	14.281	3.330	2.155	27.375	54.804	8.661	21.260	70.079	35.065	16.234	3.247	25.843	39.326	29.630	40.741	27.273	36.364	18.423	15.280	5.395	4.457	0.818	1.101	84.294	69.322	3.712	6.569	2.663	1.944	0.869	1.256	9.086	6.565	1.540
YAL005C	17.513	15.148	5.370	4.619	0.947	1.163	72.969	62.487	25.995	18.644	6.493	5.692	0.931	1.142	128.509	112.770	13.559	13.392	4.878	4.004	0.906	1.273	52.757	44.623	2.106	25.456	18.966	6.705	5.502	0.876	1.220	136.255	111.340	18.363	15.698	5.640	4.658	0.921	1.214	80.738	66.166	2.455	11.148	0.669	1.558	3.911	2.855	20.054	9.900	1.229	6.365	4.850	3.361	26.162	0.000	0.000	0.000	0.000	0.000	0.000	50.000	0.000	33.333	66.667	20.000	26.667	0.000	10.000	40.000	60.000	20.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YAL007C	17.122	14.991	5.241	4.609	0.947	1.136	68.980	60.214	21.154	16.996	5.912	5.083	0.914	1.165	95.557	82.118	9.536	11.150	4.099	3.407	0.943	1.219	31.983	26.630	1.912	21.652	17.108	5.914	5.188	0.921	1.142	98.140	85.977	16.491	14.773	5.178	4.553	0.932	1.142	67.540	59.522	1.986	7.865	1.055	13.896	3.782	2.488	33.339	6.448	1.250	19.788	3.340	1.823	47.431	0.000	0.000	0.000	2.711	1.090	50.126	44.048	5.319	31.915	62.766	27.027	12.162	8.108	30.509	35.593	26.667	20.000	0.000	60.000	21.350	17.209	5.978	5.145	0.906	1.168	97.205	84.286	4.622	7.475	2.842	2.453	0.992	1.156	10.599	9.096	1.671
YAL008W	16.444	14.662	5.107	4.537	0.950	1.129	64.507	57.278	21.802	17.218	5.992	5.178	0.917	1.158	102.033	87.917	11.141	12.070	4.283	3.796	0.948	1.130	38.023	33.606	1.749	20.997	16.945	5.871	5.106	0.914	1.153	94.636	81.953	16.154	14.686	5.200	4.464	0.931	1.178	64.955	56.080	2.000	7.981	1.643	16.040	3.840	2.029	30.110	6.273	0.936	11.319	3.237	2.335	40.895	7.904	1.892	9.588	3.313	0.551	30.228	41.463	2.778	22.222	75.000	37.255	23.529	0.000	20.370	33.333	25.000	50.000	50.000	50.000	18.084	15.957	5.494	4.958	0.882	1.110	83.108	75.207	1.795	3.531	1.452	1.011	0.452	0.719	4.468	3.109	3.334
YAL010C	16.419	14.716	5.170	4.453	0.936	1.163	65.447	56.155	19.313	16.594	5.820	4.927	0.882	1.185	87.821	74.227	9.319	11.097	4.037	3.426	0.947	1.187	29.623	25.210	2.290	22.504	17.433	5.957	5.241	0.922	1.140	99.573	87.653	18.486	15.673	5.468	4.797	0.933	1.141	79.188	69.371	2.290	13.266	0.796	15.255	3.811	2.924	37.149	7.091	1.725	7.784	3.088	1.299	43.820	0.000	0.000	0.000	0.000	0.000	0.000	70.886	0.000	39.130	60.870	28.571	16.071	3.571	14.286	64.286	55.556	33.333	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YAL011W	16.270	14.562	5.049	4.512	0.947	1.125	63.223	56.720	20.062	16.601	5.758	4.986	0.910	1.158	88.124	76.163	8.907	10.634	3.921	3.272	0.964	1.210	28.314	23.848	1.794	22.257	17.585	6.160	5.186	0.899	1.192	106.344	88.903	16.818	14.950	5.193	4.610	0.931	1.132	68.343	60.936	2.213	9.143	1.010	13.678	3.600	2.258	26.433	8.144	1.417	15.386	2.731	1.588	54.660	10.362	1.694	49.623	0.000	0.000	0.000	47.253	6.250	31.250	62.500	23.256	13.954	6.977	43.333	36.667	33.333	33.333	66.667	0.000	19.721	13.484	4.493	4.069	0.601	0.735	103.601	93.653	2.737	4.725	1.897	1.470	0.667	0.862	6.288	4.888	1.176
YAL013W	19.756	16.265	5.640	4.932	0.933	1.146	83.197	72.797	23.996	18.157	6.215	5.476	0.910	1.138	111.798	98.512	10.639	11.832	4.152	3.751	0.938	1.119	35.511	32.383	2.096	23.165	17.771	6.207	5.305	0.916	1.173	109.699	93.516	18.328	15.713	5.454	4.829	0.928	1.136	76.044	67.362	2.158	10.065	1.672	17.143	3.872	2.396	26.017	8.923	3.531	10.061	3.756	2.269	26.151	0.000	0.000	0.000	0.000	0.000	0.000	36.364	3.571	39.286	57.143	50.000	6.250	6.250	37.500	31.250	9.091	54.545	0.000	0.000	22.649	17.443	5.944	5.367	0.935	1.107	99.284	89.651	5.003	7.825	3.034	2.481	1.000	1.223	11.957	9.777	1.488
YAL014C	17.025	14.947	5.213	4.600	0.947	1.136	67.459	59.520	22.000	17.425	6.099	5.170	0.906	1.183	102.543	86.575	10.543	11.778	4.220	3.681	0.941	1.162	35.559	31.343	1.878	23.127	17.782	6.212	5.275	0.916	1.179	107.912	91.350	16.467	14.861	5.215	4.545	0.933	1.151	65.853	57.410	2.080	9.521	0.997	12.401	4.037	2.125	27.340	8.737	1.374	6.131	3.620	1.918	17.312	5.931	0.143	7.929	3.280	0.000	54.686	35.922	6.061	40.909	53.030	48.649	13.514	0.000	40.000	40.000	25.926	25.926	25.000	50.000	10.895	8.946	3.066	2.666	0.428	0.576	52.474	45.639	2.215	3.722	1.472	1.173	0.492	0.633	5.298	4.230	1.043
YAL015C	15.604	14.313	5.077	4.328	0.940	1.177	61.642	52.514	19.845	16.515	5.817	4.875	0.908	1.194	88.814	74.128	9.029	10.853	4.010	3.276	0.937	1.250	29.437	24.527	1.723	20.009	16.492	5.762	4.955	0.919	1.167	87.824	75.618	15.072	14.208	5.043	4.295	0.930	1.180	58.984	50.441	1.805	8.562	1.180	18.285	3.728	2.182	25.403	7.482	1.691	9.641	3.101	1.968	31.076	6.892	1.110	15.727	0.000	0.000	0.000	51.250	5.983	44.444	49.573	48.781	8.943	0.813	31.035	25.862	28.846	26.923	57.143	0.000	16.107	13.787	5.077	3.941	0.774	1.117	73.869	57.773	2.455	4.139	1.543	1.385	0.569	0.638	5.362	4.830	2.123
YAL017W	18.721	15.711	5.472	4.816	0.943	1.135	78.261	68.609	23.231	17.866	6.141	5.330	0.913	1.158	106.089	92.545	10.876	11.823	4.255	3.726	0.962	1.139	37.157	32.331	1.693	22.267	17.564	6.126	5.221	0.896	1.173	106.752	90.212	17.316	15.278	5.391	4.617	0.916	1.198	72.537	63.541	2.028	10.663	1.527	4.635	4.816	1.725	37.904	0.000	0.000	0.000	3.420	1.800	15.819	0.000	0.000	0.000	0.000	0.000	0.000	68.627	0.000	50.000	50.000	20.000	17.143	8.571	25.000	25.000	0.000	25.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YAL018C	15.498	14.158	5.027	4.302	0.949	1.170	61.249	52.198	19.714	16.378	5.764	4.919	0.918	1.174	87.752	74.347	8.394	10.465	3.862	3.211	0.948	1.221	26.065	21.962	1.770	21.142	16.999	5.912	5.114	0.917	1.158	95.231	82.259	15.727	14.623	5.134	4.426	0.919	1.164	62.678	53.981	1.901	8.104	1.214	18.428	3.930	2.222	27.857	5.352	1.618	22.141	3.687	1.755	33.824	0.000	0.000	0.000	3.559	2.467	70.691	27.419	2.222	20.000	77.778	61.765	8.823	0.000	21.429	40.000	22.222	44.444	0.000	100.000	22.573	17.662	6.220	5.072	0.909	1.228	102.874	84.040	4.067	7.077	2.697	2.306	0.995	1.167	8.967	7.604	1.545
YAL019W	13.488	13.237	4.709	4.039	0.948	1.169	49.717	42.719	19.515	16.678	5.927	4.844	0.876	1.232	92.361	75.356	9.252	11.137	4.251	3.200	0.910	1.367	31.811	24.507	2.012	20.471	16.798	6.025	4.846	0.905	1.244	95.685	76.511	16.191	14.728	5.202	4.434	0.923	1.177	66.846	56.878	2.025	7.482	1.225	13.911	4.225	2.266	21.441	7.764	0.777	19.453	3.600	2.144	28.653	7.353	0.000	27.017	4.580	1.796	24.145	31.395	8.475	35.593	55.932	51.852	0.000	0.000	24.242	21.212	19.048	19.048	40.000	40.000	9.564	9.006	3.273	2.574	0.533	0.765	40.239	31.771	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.492
YAL020C	16.695	14.794	5.186	4.510	0.941	1.153	67.110	58.276	20.188	16.612	5.767	5.020	0.915	1.152	88.085	76.822	10.209	11.616	4.171	3.621	0.939	1.163	34.051	29.533	1.843	22.006	17.357	6.084	5.178	0.911	1.175	103.192	87.262	16.486	14.799	5.215	4.492	0.932	1.170	66.316	57.490	1.977	8.813	1.162	14.821	4.015	2.868	32.352	7.770	1.526	11.044	4.025	2.900	20.533	6.651	0.434	2.552	0.000	0.000	0.000	46.602	3.636	25.454	70.909	35.417	10.417	4.167	17.949	28.205	28.571	14.286	50.000	0.000	22.172	17.777	5.854	5.474	0.885	1.073	100.721	94.837	5.098	8.169	3.211	2.458	0.956	1.304	13.829	10.190	2.889
YAL022C	16.085	14.509	5.018	4.499	0.947	1.119	61.878	55.559	21.150	17.124	5.953	5.143	0.902	1.157	97.257	83.545	10.076	11.451	4.122	3.569	0.946	1.167	33.792	29.531	2.037	21.402	17.081	6.008	5.053	0.916	1.190	97.797	81.861	15.614	14.437	5.065	4.454	0.935	1.144	60.985	53.754	1.955	8.697	1.170	8.596	3.777	2.492	18.751	7.272	1.042	18.196	3.279	1.619	35.518	0.000	0.000	0.000	0.000	0.000	0.000	57.692	0.000	38.182	61.818	28.000	17.333	6.667	20.588	41.176	14.286	33.333	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YAL023C	14.978	14.017	4.913	4.317	0.942	1.141	57.407	50.382	18.619	15.797	5.459	4.838	0.921	1.133	80.308	71.506	8.250	10.199	3.652	3.341	0.984	1.093	24.121	21.970	1.595	21.829	17.230	6.026	5.188	0.909	1.179	100.541	87.419	17.340	15.198	5.333	4.582	0.929	1.178	70.282	61.268	2.167	9.003	1.192	26.948	4.742	2.306	17.590	5.493	3.818	2.441	2.868	1.716	23.393	7.228	0.315	9.599	0.000	0.000	0.000	71.429	5.556	33.333	61.111	13.333	15.556	15.556	27.273	36.364	16.667	33.333	100.000	0.000	45.107	25.241	8.949	7.476	0.890	1.197	313.517	261.903	8.479	10.561	3.850	3.349	0.955	1.149	25.986	22.608	2.378
