orf	hap a | abundance of alanine | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of aspartic acid | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of glutamate | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of phenylalanine | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of glycine | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of histidine | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of isoleucine | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of lysine | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of leucine | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of methionine | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of asparagine | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of proline | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of glutamine | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of arginine | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of serine | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of threonine | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of valine | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of tryptophan | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of tyrosine | minimal [standard] | Mulleder M~Ralser M, 2016
YAL002W	7.57569534699539	6.02394194070006	29.7992176347713	0.172804955287261	1.66883461967798	5.51867160786102	0.34695386394972105	1.01776332866589	0.140872446891146	0.148571915785278	1.15085151784167	1.5296003876089599	38.7437329664651	5.00089158540295	2.22796860715347	3.83048323897949	1.35444699304692	0.022282716331300002	1.06413054042688
YAL004W	5.88595831306181	5.03558632403167	23.6277681321	0.28072618062882804	1.7932271440291099	3.91618493867807	0.40787328864202604	0.662228020248088	0.274522326828261	0.14192498821253302	1.05257407188238	1.16538164392291	27.583021141585	2.3754037898344302	2.28411193734021	3.95298957626341	1.32304577669784	0.0406811126324054	3.18059975643722
YAL005C	5.90321765829049	4.82697084171997	23.0244891987186	0.300006021578724	1.84694828459466	4.7645239233365	0.41097182860510706	0.7078882731616171	0.31280844195553	0.13652408882223102	1.12127902352318	1.14920077216499	22.6089528092047	2.6971760182467	2.1529403886283	3.71175042805812	1.36735688665101	0.0430728163857372	2.7249667191084
YAL007C	5.88235597585506	5.40577396506523	20.3912273677266	0.25885970772161304	1.8842960978861298	5.55448896195178	0.35756240307290904	0.9461647753604451	0.28309807096848605	0.0939181666582516	1.28966976069926	1.16153242006461	28.7937317289869	2.87581629205155	2.41460248223185	3.96759583236375	1.23181893659001	0.0388393711641798	2.65933709592809
YAL008W	5.8382491568827195	4.68214579659029	19.3025174571999	0.286509150702353	2.36655900625713	7.12488184489587	0.42486460300329104	1.24489079569301	0.352115014025345	0.108242593209195	1.22442530550694	1.12580204425411	26.754973866651	4.70457793559688	2.7846082829714103	3.85161283237513	1.2041112648351	0.0552065877806913	1.46568813502138
YAL009W	6.12709409654799	4.9644025010660595	20.3571825143202	0.27392092627523	2.05258704560137	6.55507061239104	0.39048098421640703	1.02521786876734	0.31697098729655604	0.11986914720308801	1.19747941472155	1.14318935509189	30.3537233738432	4.26713058725863	2.74224776215232	3.64703697546569	1.28374820495852	0.0461806094305474	1.85016983255146
YAL010C	16.6350735137722	9.33942370064838	14.2736180134536	0.40486560924107	2.65358347609966	6.00422160866606	0.3478608307392	0.7649778416729821	0.190139160957565	0.0668506428928175	1.52506607730496	0.86243139637027	16.4490226061634	5.47130297156396	1.41182173464409	3.84329235518815	0.870047951471652	0.0915463827414796	14.6347991630597
YAL011W	5.94172453206825	4.92863453387498	21.471860334802	0.29287930312341204	1.87235245846878	5.38690128903473	0.420009385683258	0.8432053522956651	0.256082789225739	0.136975520786687	1.18110773326668	0.9931321014245661	24.6645367272889	3.87037417808735	2.01690724750873	3.99645376419888	1.4813480766225	0.0368643660290806	2.11176875010509
YAL013W	5.9429048083183105	5.15324281326866	23.6707568956261	0.30867885796069905	1.82818111038766	3.2453006948684	0.38746208196437604	0.931527596460143	0.329323094946388	0.0927091302219769	1.23841492163558	1.21140593033605	23.0326020677503	2.45462220917253	1.9973413056367701	3.59741751715842	1.15707792576787	0.0423305959686616	4.1763790010504795
YAL014C	5.98786550490248	4.59920764411112	18.8599095484635	0.29652897576797904	2.55267020697182	5.31707749243296	0.380495640791753	0.7409841049401691	0.243439711405796	0.142919284565573	1.29268074072238	0.995117246316853	24.8688993176484	3.76962385814429	2.38663652320555	3.99645376419888	1.4042120862779601	0.042724613748578597	2.74657571910838
YAL015C	5.78997530537907	4.7984601522060295	20.0033543185527	0.27267242772918804	2.26809275541725	5.39639040176463	0.40223244552060106	0.745568558093719	0.28947574171721	0.126497929700501	1.26273917796997	1.12430855122068	25.7632759501266	3.11071933637287	2.32632599531555	4.00076769273816	1.34869088027816	0.0407369549526073	2.44222491201549
YAL016C-B	5.47865325389829	5.16576165777718	21.9630454442952	0.26329191692469	1.85579864205639	4.73675760191279	0.37997858473803	0.8756629443439711	0.28800343807961803	0.130080607664536	1.22442530550694	1.32875817758552	29.3029373618005	1.95117932275965	2.41865853028619	3.91742782329751	1.25234603271184	0.0348506603432311	2.71482632782548
YAL017W	5.87603046153846	4.96572051551361	22.6681620628985	0.27260724265393704	1.94794772294405	4.92201891470813	0.38564028144753504	0.750550778347547	0.27323181525036	0.130153370614974	1.2530395703275001	1.22868756967155	30.8967610693257	2.2162576559768	2.15327999069322	4.05685291901259	1.3485601770803601	0.0388393711641798	2.29498275327317
YAL018C	5.99235753161603	4.86114253169995	20.770378648801	0.296863648954699	2.24443160195617	4.45891706668419	0.413148239094736	0.7369717481915731	0.293518105060359	0.132445543030612	1.15749584601861	1.13150023348577	25.5110115176794	3.00951878442187	2.27349104796625	4.08831353126769	1.37742587632085	0.0376900958171983	2.37167774060982
YAL019W	6.20307342015584	5.04540372712817	23.661338216092	0.292076306211614	1.56391908601831	4.17775030292164	0.393351790255543	0.68562495991597	0.313419399039632	0.144356721977961	1.22442530550694	1.20909061028254	26.8505092754001	1.94973012047403	2.1113707089594502	3.86545223036656	1.2832077653694	0.0453357954646716	3.1113468597535
YAL020C	6.37803150598433	5.04784370618676	21.4794414707405	0.292548440924549	1.58491759336308	4.59365572415766	0.38615609275696805	0.78260288720202	0.29595663406690803	0.116220207803661	1.28558367797715	1.12802677449486	26.7677975405782	2.9139357102016	2.15745471388092	3.81379692044806	1.29488278393052	0.0393691041068463	2.44988074094805
YAL021C	6.83993565763369	3.72625933857578	30.9320290622435	0.280215332819352	2.49559599561746	3.13379405009303	0.45018814774173305	0.680243741013005	0.331454646678743	0.11283591109285601	1.04587709830712	0.9135736636422991	38.5594727879409	1.03499744685876	2.79261762441593	4.06065913151759	1.35444699304692	0.0370046460239244	2.21578021325859
YAL022C	5.68054619234719	5.10568217997653	19.6005108925856	0.279850072505099	2.49062280686392	5.46460618172294	0.415401524863786	1.02343069912265	0.264696626484685	0.126340297127778	1.16351177049386	1.05214555444415	25.9133131288513	4.58741625989078	2.33331157680115	3.99259016693579	1.3909379968923599	0.0381076781035036	2.91241334390235
YAL023C	6.48581540165475	5.68646138615744	22.2129079072674	0.15260479318870201	2.00450839618882	4.88419837310029	0.37088590518498804	1.11952630460335	0.15847385340828202	0.09709935655646129	1.06464536908471	1.1208535736343	30.507994593577	3.00911333057446	2.27349104796625	4.22010110916635	1.10678387885075	0.0229509899433691	1.9903740929256601
