orf	hap a | growth (AUC) | standard | minimal complete | Hartman JL 4th~Tippery NP, 2004	hap a | growth (AUC) | hydroxyurea [50 mM] | minimal complete | Hartman JL 4th~Tippery NP, 2004	hap a | growth (AUC) | hydroxyurea [150 mM] | minimal complete | Hartman JL 4th~Tippery NP, 2004
YAL002W	0.8211149840710837	-3.522394321289104	-3.526310448421542
YAL004W	-1.2210619440260189	2.983007243151442	2.39638533946979
YAL005C	-2.4637950780509024	3.9981751598984387	2.6992986643772845
YAL007C	0.9868763620845322	0.7035888740960159	1.2265646133434922
YAL008W	-0.9554741622009653	1.6013303538525425	1.7458044985710797
YAL009W	1.3348270189827893	-0.827494828883791	0.29060066378787464
YAL010C	-16.282116788742147		
YAL011W	-0.9675158744589563	1.1341143179503521	-0.5785853155476373
YAL012W	-17.128265368975203		
YAL013W	-2.4536418636681114	2.626229356371439	2.321875813334695
YAL014C	-1.1928766208993902	1.2168597171646682	1.0001404563225975
YAL015C	-0.7355555386697062	0.39950156689765554	1.2313449056769254
YAL016W	-11.969559286080326	0.4723809381693922	2.8588803069734094
YAL017W	-2.508103705617403	2.5654550566692107	2.837141337989342
YAL018C	-2.2361397051599576	2.0656000243186194	3.2932725552661912
YAL019W	0.09637854142744468	-0.945665884807998	-1.0731392104903084
YAL020C	-0.23652505175551605	1.9331842210690902	2.049791087162125
YAL021C	0.34044150876097823	-13.849066140311752	-9.91825534680937
YAL022C	-0.4645053275067118	2.057685328212207	1.5385159825855124
YAL023C	-3.907744614713944	4.465341471334678	4.445491331240725
YAL024C	-1.6135852120647292	-0.629586662868898	-3.7605608432689035
YAL026C	-0.3423418520529677	0.047492033106663556	-1.1335623438771636
YAL027W	-0.04911702067795698	0.624882138492907	1.3487962055137808
YAL028W	-0.728935642892126	0.36290985457298214	1.1665284427822857
YAL029C	-2.0917813030654315	3.014486762818904	4.436762126583831
YAL030W	-1.668737472592051	2.6189492546615845	3.1643618619879215
YAL031C	0.08206250914770678	1.236042167748674	1.9348375953897254
YAL034C	-1.6101737320321108	2.135317278147968	1.3906703285977273
YAL035W	-15.533804582301666		
YAL036C	0.5857634746779832	1.261616382906391	1.9022713829015037
YAL037W	0.414478748040294	1.8104227812853582	1.2705495124292558
YAL039C	-5.644573773462982	2.7604498658511964	3.78804869581254
YAL040C	-0.7596186567569223	1.4823954773633665	1.481600535051702
YAL042C-A	-1.422846926669612	2.4732150254667715	2.9615552804489886
YAL042W	-1.5798765403138615	2.7349213808704764	4.941248140484199
YAL044C	-6.249096157814374	6.528702361788817	6.775159009809775
YAL045C	-0.7711730147245379	1.563337624811889	1.615017499665326
YAL046C	-1.4911171401795003	2.007048294557705	2.5602659413749564
YAL047C	0.017224082099201236	-1.098790859629613	-5.87359040438805
YAL048C	-7.037554173924411	10.595709384931906	11.964469551344216
YAL049C	-0.5340954588863621	1.5429102857265509	1.1547030362331667
YAL051W	-1.2609843829791538	2.3396162102792735	1.814558383976689
YAL053W	1.0429830247638388	0.5098988499558923	0.42349014255145434
YAL054C	0.4887596644647947	-0.8933548348579181	-0.25646303859222497
YAL055W	-1.2460185449789196	3.6477382462904977	1.7489803251611806
YAL056C-A	-1.7731531293046765	1.542810442293512	1.4306369378847659
YAL056W	-1.7439524847397685	4.411274874306766	3.262788653294252
YAL058W	-0.45701225529221084	1.7881125345839612	2.8053870451319862
YAL059W	-2.1486799164665924	2.074750186812535	-0.5722761278978514
YAL060W	-1.3255385200249405	2.7266407217219912	2.549419318746576
YAL061W	-1.6915618985245653	2.948315238188286	2.5887987544800124
YAL062W	-2.552229575325015	4.478044754109535	3.847366612667697
YAL064C-A	0.474910680046668	-0.13742156228281516	-0.1582864872353898
YAL065C	-0.8568661441152958	1.8867456257526218	2.0156394297883597
YAL066W	-2.0449749847607634	3.621074000202818	3.836053672719172
YAL067C	-1.713228858017442	1.826252712943058	2.057886170462037
YAL068C	-0.8679737606500699	2.8768756830323854	2.1580676140448647
YAR002C-A	-2.2256615879169175	2.92522164395219	2.605890348348953
YAR002W	-2.631140357508068	1.3703958013964224	-2.2876235327105228
YAR014C	-2.8035216312990983	5.190435925679262	7.532836496559761
YAR015W	-0.8733346578441844	-0.12730601325234614	1.254771883974182
YAR018C	-0.6892568810841778	1.7664714183578973	4.018995144743054
YAR020C	-0.7138682727480635	0.5160675718845762	1.398947312096591
YAR023C	-0.2696448370721801	0.436932221501351	1.1936875290456985
YAR027W	-0.1627111831926229	1.2858546969743967	1.645809152441626
YAR028W	0.5119292996863241	0.24288182911469403	0.9814166946812433
YAR029W	-1.648552882399061	0.7059610707977855	-0.37761427998789765
YAR030C	-0.236179842466501	1.4597836791499958	1.554060346115596
YAR031W	-0.11460525344696058	0.7586336125979128	1.479603793118086
YAR035W	-0.5714999006725653	1.1515114697568711	2.0492967578235652
YAR042W	-0.6320333648227666	0.2686082537769039	1.5682551813634444
YAR047C	-2.8769293712866784	2.6612737419163586	1.6280106523409774
YAR050W	0.36030119609371924	-0.7431958866502033	0.3666901691271788
YBL001C	0.03801786515516098	-0.20130744475603596	-1.4622362106747964
YBL002W	-0.6792255052739808	1.4454545983589009	3.767061445393648
YBL003C	-0.4874109791542865	0.6015774751938717	1.146347786316023
YBL005W	0.35502152461466707	-0.03170991937281881	0.5905842859952233
YBL006C	-0.5928013444476609	0.22405272590560255	-3.4138320839110547
YBL007C	-0.05583844859936376	-2.1205089596661417	-7.752341517831416
YBL008W	-0.6555075964757798	-0.4173961352046144	0.6120516050386196
YBL009W	-0.18413446554031465	-0.6261904341334441	0.25470954704203475
YBL010C	-0.046964539228802574	0.9215888461222248	1.603007416386811
YBL011W	-0.6252713240438287	0.8573719040503336	0.8979566939958177
YBL012C	-3.9602976523592717	2.4498088694953877	-2.514836173812425
YBL013W	-0.2969772901906561	-0.6306892274910368	0.12252498502718526
YBL015W	1.0058425665515867	-2.772076198559824	-2.266595188221487
YBL016W	-1.547528399290288	1.8615145263733623	1.841715972836472
YBL017C	1.336715516857989	-2.882377025058828	-2.201079035035882
YBL019W	1.1719491538540536	-2.514327851661677	-1.8876133305720997
YBL021C	-3.8287932196733587	0.9893683204348434	2.6415405996780184
YBL022C	-7.284703718430316	4.20801319529059	0.6830350505118572
YBL024W	2.3111601140319986	-2.9776270958078874	-7.976902278378013
YBL025W	-16.96270705524941		
YBL027W	-0.8673645677871021	-2.1577743425472216	-0.3516649321096873
YBL028C	0.2856141510939054	-1.0910387818032052	-0.6668923192752205
YBL029W	0.750103402677843	-1.3994278139078717	-0.37086136086657884
YBL031W	-1.211639761078788	0.07483325529011564	0.2242650585093957
YBL032W	-0.7720258847326925	0.23119578144747455	0.6526054724784306
YBL033C	-9.820265946244776	-1.542371053968571	0.2296081857647554
YBL036C	0.9505481610229063	-2.131528855166328	-1.285038650536114
YBL037W	1.6548563363283704	-2.6825845213927293	-2.3957723333014367
YBL038W	-0.6665542937242578	0.8152158571434398	1.9261034468719949
YBL039C	-1.2308496426910291	1.0150015103613645	1.6672481400616457
YBL042C	0.7857208787326729	-0.7539079854724773	0.5265364262838522
YBL043W	-0.04517757349743294	-1.128387079336564	-0.45441830293239205
YBL044W	-2.0626821906443515	2.9974819365739593	3.776041912648891
YBL045C	-3.925776723457781	4.497423425851175	2.8589985871047645
